smiles,pKa
O=C(NN)COC,12.14
S=C(NCC1(=CC=CC=C1))C2(=CC=CC=C2),12.16
P(=O)(CCC)(CCC)CCC,12.16
O=C([O-])C2(=C(N1(N=C(O)C(=C1C)CC))C=CC=C2),12.2
OC=1(N(N=C(C=1)C2(=CC=CC=C2))C3(=CC=CC=C3)),12.2
OC(O)C1(=CC=NC=C1),12.2
OC1(=NC=2(C=C3(CCCCC3(=CC=2(N1))))),12.21
O=C(C1(=CC=[N+](C)C=C1))C2(=CC=CC=C2),12.25
ClC2(=CC1(=C(CCC(C1)=O)C=C2)),12.3
OC2(=NN(C1(=CC=CC=C1))C(=C2CC)C),12.3
O=C(N)C3(=CC(OC)=C(C1(=NC2(=NN(C)C=C2(N1))))C=C3),12.3
O=C(OCC)C2(=C(N1(N=C(O)C=C1C))C=CC=C2),12.3
N=2(C1(=C(N)C=CC=C1NC=2C)),12.3
S=CNCC1(=CC=CC=C1),12.3
FC(F)(F)C1(=NNC(=C1)C),12.33
IC2(=CC1(=C(CC(=O)CC1)C=C2)),12.36
O=C(OCC)C2(=C(N1(N=C(O)C(=C1C)CC))C=CC=C2),12.4
O=C(N1(CCCCC1))C3(=C(N2(N=C(O)C=C2C))C=CC=C3),12.4
O([N+]1(=C(N)C=CC=C1))C,12.4
O=C1(C=CCC(C1)(C)C),12.4
OC(O)C1(=CC=CC=C1),12.43
O=C(NN)C1(=CC=CC=C1),12.45
O=C(NN)C1(=CC(N)=CC=C1),12.45
[Br]C1(=CC=C(C(=S)N)C=C1),12.46
O=C([O-])C3(=C(N1(N=C(O)C=C1C2(=CC=CC=C2)))C=CC=C3),12.5
ClC2(=CC1(=C(CC(=O)CC1)C=C2)),12.51
N=3(C=1(C(=CC2(=CC=CC=C2(C=1)))NC=3)),12.52
P(=O)(NC1(CCCCC1))(CCCCCCC)CCCCCCC,12.53
N=3(C2(=C(C=1(C(=CC=CC=1)C=C2))NC=3)),12.54
O=[N+]([O-])C3(=CC1(=C(NC2(=C1CCN=C2C))C=C3)),12.55
O=C([O-])C=2(C1(=NC=CC=C1C(N)=CC=2)),12.58
N1(=C(NC=C1C2(=CC=CC=C2))C3(=CC=CC=C3)),12.6
N=2(C1(=C(C=CC=C1)NC=2)),12.63
S=C(N=NC2(=CC=1(C(=CC=CC=1)C=C2)))NNC4(=CC=3(C(=CC=CC=3)C=C4)),12.68
[Br]C=1(C=NNC=1),12.69
O=C(OCC)C(C(=O)C)CC,12.74
N1(=C(NC=2(C1=CC3(=CC=CC=C3(C=2))))N),12.8
O(O)C(C)(C)C,12.8
S=CNCC(C)C,12.8
O(O)C(CC(C)C)CC,12.8
O=C(NN)C1(=C(N)C=CC=C1),12.8
N=2(C1(=C(C=CC=C1)NC=2CN)),12.8
P(=O)(CCCCCCC)(CCCCCCC)CCCCCCC,12.81
OCO,12.83
OC(C1(=NC=CC=C1))C2(=CC=CC=C2),12.85
N=3(C=1(C(=CC2(=CC=CC=C2(C=1)))NC=3CC)),12.9
OC2(=NN(C1(=CC=CC=C1))C(=C2)C3(=CC=CC=C3)),12.9
O(C1(=C(N=CC=C1)C(O)O))C,12.95
S(C1(=NC=2(C=C3(CCCCC3(=CC=2(N1))))))C,13
S=C(NCC1(=CC=CC=C1))C,13
O=C(NCO)C1(=CC=CC=C1),13.05
[Br]C=1(C=2(C(C=[N+](C=1)CCO)=CC=CC=2)),13.08
O=C([O-])CCC1(=NC=2(C=CC=CC=2(N1))),13.1
O=C(OCC)CC1(=NC=2(C=CC=CC=2(N1))),13.1
OC(C1(=NC=CC=C1))(C2(=NC=CC=C2))C3(=CC=NC=C3),13.13
[Br-].O=C(N)C1(=C[N+](=CC=C1)CCC#N),13.16
ClC(Cl)CO,13.18
OCC#C,13.28
O=C([O-])CCC(=O)C=C=CC1(=CC=CC=C1),13.3
[Br-].O=C(N)C1(=CC=[N+](CCC#N)C=C1),13.3
S(C1(=CC=CC=C1))C2(NC(=O)C2),13.33
S(C1(=CC=C(C)C=C1))C2(NC(=O)C2),13.45
O=[N+]([O-])C1(=C(N)C=CC=C1),13.45
N=2(C(C1(=CC=CC=C1))=CNC=2),13.48
OCC(=[N+]([O-])[O-])CO,13.5
[O-]C1(=[N+](C(N)=CC=N1)C),13.5
N=1(NC=C(C=1)C2(=CC=CC=C2)),13.64
P(=O)(C1(CCCCC1))(C2(CCCCC2))C3(CCCCC3),13.74
O=C1(N(N=C(C1=CC3(=C(O)N(C2(=CC=CC=C2))N=C3C))C)C4(=CC=CC=C4)),13.8
O=C([O-])C(CC1(=CC=CC=C1))CC(=O)C=C=CC,13.9
O=[N+]([O-])C1(=CC=C(NC(=O)N)C=C1),14
OCCO,14.04
N=1(NC=CC=1),14.18
S(C(O)C)CCOC,14.21
N=1(NC=2(C=C(N)C=CC=2(C=1))),14.3
ClCCO,14.37
N1(=CNC=C1),14.47
N2(=C(C=1(NC=3(C=CC=CC=3(C=1C=C2))))C),14.5
O(C3(=CC1(=C(NC2(=C1C=CN=C2C))C=C3)))C,14.56
ClC(Cl)(Cl)C(O)NC(=O)C(C)(C)C,14.65
N=1(C=3(C(N=C2(C=1C=C(N(C)C)C=C2))=CC(C)=C(C=3)N)),14.68
O(CCO)C,14.88
N2(=C(C=1(NC=3(C=CC=CC=3(C=1CC2))))C),14.9
N=1(NC(C)=CC=1C),15
O(C2(=CC=1(NC=3(C(=NCCC=3(C=1C=C2))C))))C,15.34
[Br]C,15.4
OC,15.52
OCCCC,15.58
O(C2(=CC=1(NC=3(C(NCCC=3(C=1C=C2))C))))C,15.6
OCC1(=NC=2(C=CC=CC=2(N1C))),15.84
N2(C(C=1(NC=3(C=CC(=CC=3(C=1CC2))N)))C),16
OC(C)C,16.14
N1(C=CC=C1),16.5
O=CC,16.76
OC(C)(C)C,17.03
[Br]C1(=CC=C(C(=O)C)C=C1),18.04
N1(=C(N)C=CN=C1),18.4
N1(=C(N=CC=C1)N),20.5
